Class,Height,Width,Aspect Rateo
10,37,35,0.9459459459459459
25,45,47,1.0444444444444445
8,56,54,0.9642857142857143
4,55,55,1.0
40,43,41,0.9534883720930233
16,26,27,1.0384615384615385
21,34,39,1.1470588235294117
13,94,97,1.0319148936170213
31,30,31,1.0333333333333334
35,57,57,1.0
11,60,69,1.15
32,40,42,1.05
10,28,29,1.0357142857142858
15,62,59,0.9516129032258065
25,36,38,1.0555555555555556
9,27,26,0.9629629629629629
0,63,62,0.9841269841269841
26,30,33,1.1
13,40,45,1.125
3,30,28,0.9333333333333333
11,33,35,1.0606060606060606
4,30,31,1.0333333333333334
40,40,42,1.05
31,60,61,1.0166666666666666
5,81,82,1.0123456790123457
5,33,32,0.9696969696969697
35,28,28,1.0
14,63,61,0.9682539682539683
35,32,31,0.96875
38,52,48,0.9230769230769231
38,31,29,0.9354838709677419
2,31,32,1.032258064516129
17,36,31,0.8611111111111112
38,28,28,1.0
9,42,37,0.8809523809523809
38,32,31,0.96875
3,43,44,1.0232558139534884
32,35,33,0.9428571428571428
40,45,43,0.9555555555555556
5,31,31,1.0
38,36,35,0.9722222222222222
12,38,35,0.9210526315789473
1,54,54,1.0
34,34,33,0.9705882352941176
25,41,41,1.0
4,35,35,1.0
13,61,68,1.1147540983606556
35,29,30,1.0344827586206897
20,119,124,1.0420168067226891
8,35,35,1.0
15,29,28,0.9655172413793104
12,37,36,0.972972972972973
38,38,37,0.9736842105263158
13,43,46,1.069767441860465
12,87,86,0.9885057471264368
1,40,40,1.0
35,32,31,0.96875
2,40,38,0.95
13,43,49,1.1395348837209303
18,30,33,1.1
12,31,30,0.967741935483871
25,39,42,1.0769230769230769
35,62,61,0.9838709677419355
5,42,41,0.9761904761904762
3,29,30,1.0344827586206897
6,34,32,0.9411764705882353
8,37,32,0.8648648648648649
5,32,32,1.0
33,34,33,0.9705882352941176
13,74,74,1.0
38,64,60,0.9375
40,122,131,1.0737704918032787
2,35,35,1.0
38,38,36,0.9473684210526315
10,39,40,1.0256410256410255
2,48,45,0.9375
31,97,108,1.1134020618556701
5,83,76,0.9156626506024096
25,38,38,1.0
10,31,34,1.096774193548387
5,61,58,0.9508196721311475
11,34,34,1.0
16,29,29,1.0
35,44,44,1.0
7,89,77,0.8651685393258427
28,57,63,1.105263157894737
7,58,58,1.0
8,34,34,1.0
5,36,36,1.0
25,48,51,1.0625
6,54,53,0.9814814814814815
35,91,85,0.9340659340659341
3,34,34,1.0
5,30,30,1.0
5,48,48,1.0
13,49,44,0.8979591836734694
10,36,37,1.0277777777777777
22,100,117,1.17
24,63,59,0.9365079365079365
18,38,41,1.0789473684210527
11,46,50,1.0869565217391304
8,38,39,1.0263157894736843
9,43,43,1.0
13,74,79,1.0675675675675675
17,39,37,0.9487179487179487
13,43,47,1.0930232558139534
38,34,34,1.0
35,38,36,0.9473684210526315
4,56,55,0.9821428571428571
30,43,48,1.1162790697674418
31,58,63,1.0862068965517242
7,34,36,1.0588235294117647
18,74,73,0.9864864864864865
28,51,58,1.1372549019607843
25,42,43,1.0238095238095237
8,54,55,1.0185185185185186
3,59,56,0.9491525423728814
18,27,30,1.1111111111111112
2,31,30,0.967741935483871
8,38,36,0.9473684210526315
5,29,31,1.0689655172413792
28,45,51,1.1333333333333333
12,47,46,0.9787234042553191
18,53,54,1.0188679245283019
12,46,44,0.9565217391304348
7,68,68,1.0
25,67,63,0.9402985074626866
28,34,36,1.0588235294117647
25,37,38,1.027027027027027
7,132,130,0.9848484848484849
38,31,31,1.0
0,36,37,1.0277777777777777
10,30,31,1.0333333333333334
39,40,38,0.95
28,54,58,1.0740740740740742
7,33,30,0.9090909090909091
38,33,27,0.8181818181818182
25,46,46,1.0
31,32,33,1.03125
6,36,34,0.9444444444444444
12,96,107,1.1145833333333333
0,34,33,0.9705882352941176
9,43,43,1.0
17,62,61,0.9838709677419355
13,30,32,1.0666666666666667
8,52,49,0.9423076923076923
25,61,63,1.0327868852459017
24,61,64,1.0491803278688525
3,36,37,1.0277777777777777
17,34,34,1.0
36,33,33,1.0
1,42,41,0.9761904761904762
12,45,45,1.0
38,39,39,1.0
13,80,81,1.0125
11,75,84,1.12
31,71,82,1.1549295774647887
22,48,50,1.0416666666666667
19,41,43,1.048780487804878
3,37,35,0.9459459459459459
5,32,32,1.0
2,46,44,0.9565217391304348
14,86,87,1.0116279069767442
7,54,55,1.0185185185185186
16,41,40,0.975609756097561
23,62,69,1.1129032258064515
38,47,43,0.9148936170212766
2,34,33,0.9705882352941176
1,62,61,0.9838709677419355
1,40,39,0.975
12,58,57,0.9827586206896551
5,27,27,1.0
1,57,57,1.0
1,48,49,1.0208333333333333
31,37,37,1.0
41,30,32,1.0666666666666667
41,98,92,0.9387755102040817
14,76,77,1.013157894736842
14,58,57,0.9827586206896551
12,61,63,1.0327868852459017
2,60,57,0.95
23,81,88,1.0864197530864197
11,41,44,1.0731707317073171
35,39,38,0.9743589743589743
38,27,27,1.0
8,37,37,1.0
22,74,76,1.027027027027027
1,29,31,1.0689655172413792
33,47,44,0.9361702127659575
12,42,42,1.0
27,89,95,1.0674157303370786
23,50,54,1.08
17,40,40,1.0
36,36,36,1.0
11,32,35,1.09375
13,31,36,1.1612903225806452
20,28,31,1.1071428571428572
22,117,130,1.1111111111111112
8,27,28,1.037037037037037
33,83,82,0.9879518072289156
1,55,56,1.018181818181818
38,39,37,0.9487179487179487
2,30,30,1.0
11,62,68,1.096774193548387
5,31,30,0.967741935483871
38,55,53,0.9636363636363636
30,71,81,1.1408450704225352
13,117,65,0.5555555555555556
38,33,32,0.9696969696969697
33,45,43,0.9555555555555556
18,47,53,1.127659574468085
11,120,135,1.125
17,61,61,1.0
37,107,109,1.0186915887850467
18,72,72,1.0
3,26,26,1.0
30,39,45,1.1538461538461537
31,36,37,1.0277777777777777
33,44,44,1.0
9,69,70,1.0144927536231885
12,41,41,1.0
13,58,62,1.0689655172413792
38,35,33,0.9428571428571428
35,37,36,0.972972972972973
3,40,40,1.0
35,35,34,0.9714285714285714
4,61,62,1.0163934426229508
31,38,37,0.9736842105263158
29,65,70,1.0769230769230769
28,38,38,1.0
14,46,47,1.0217391304347827
30,36,37,1.0277777777777777
38,42,43,1.0238095238095237
33,40,41,1.025
4,31,30,0.967741935483871
17,49,46,0.9387755102040817
9,46,49,1.065217391304348
13,85,93,1.0941176470588236
2,36,33,0.9166666666666666
4,37,36,0.972972972972973
33,28,27,0.9642857142857143
10,41,41,1.0
22,33,34,1.0303030303030303
10,38,38,1.0
11,40,40,1.0
12,39,34,0.8717948717948718
15,60,28,0.4666666666666667
31,48,52,1.0833333333333333
3,59,58,0.9830508474576272
32,28,27,0.9642857142857143
42,31,31,1.0
15,32,32,1.0
0,39,38,0.9743589743589743
0,28,27,0.9642857142857143
41,40,39,0.975
2,35,35,1.0
30,73,80,1.095890410958904
7,47,46,0.9787234042553191
13,32,35,1.09375
12,130,130,1.0
9,41,40,0.975609756097561
34,71,68,0.9577464788732394
21,39,40,1.0256410256410255
22,57,59,1.0350877192982457
4,42,44,1.0476190476190477
19,71,75,1.056338028169014
18,68,76,1.1176470588235294
1,56,51,0.9107142857142857
23,40,42,1.05
11,40,43,1.075
38,40,40,1.0
10,49,55,1.1224489795918366
36,45,46,1.0222222222222221
14,52,49,0.9423076923076923
19,54,58,1.0740740740740742
1,84,83,0.9880952380952381
10,54,54,1.0
5,55,55,1.0
17,34,32,0.9411764705882353
31,33,37,1.121212121212121
28,46,45,0.9782608695652174
18,116,129,1.1120689655172413
33,46,46,1.0
5,49,49,1.0
16,32,31,0.96875
4,40,38,0.95
12,99,100,1.0101010101010102
4,39,39,1.0
1,28,26,0.9285714285714286
40,31,31,1.0
14,62,60,0.967741935483871
15,36,34,0.9444444444444444
38,45,41,0.9111111111111111
15,28,28,1.0
10,47,48,1.0212765957446808
4,33,33,1.0
17,41,35,0.8536585365853658
10,51,50,0.9803921568627451
12,75,74,0.9866666666666667
2,35,33,0.9428571428571428
5,41,42,1.024390243902439
18,40,45,1.125
5,31,31,1.0
1,62,61,0.9838709677419355
4,36,31,0.8611111111111112
39,62,57,0.9193548387096774
13,41,41,1.0
4,31,32,1.032258064516129
38,48,46,0.9583333333333334
39,46,46,1.0
15,42,39,0.9285714285714286
4,40,39,0.975
36,53,54,1.0188679245283019
5,44,43,0.9772727272727273
1,73,76,1.0410958904109588
23,61,71,1.1639344262295082
25,70,74,1.0571428571428572
13,63,70,1.1111111111111112
18,38,38,1.0
9,31,32,1.032258064516129
35,82,83,1.0121951219512195
8,38,38,1.0
17,31,34,1.096774193548387
11,62,71,1.1451612903225807
1,49,50,1.0204081632653061
5,31,32,1.032258064516129
12,57,57,1.0
30,52,55,1.0576923076923077
21,42,42,1.0
33,33,31,0.9393939393939394
32,47,48,1.0212765957446808
3,28,28,1.0
1,80,75,0.9375
3,37,37,1.0
19,59,71,1.2033898305084745
12,68,63,0.9264705882352942
3,38,38,1.0
13,36,34,0.9444444444444444
22,85,86,1.011764705882353
1,35,37,1.0571428571428572
28,111,123,1.1081081081081081
1,40,32,0.8
10,34,34,1.0
15,37,36,0.972972972972973
1,98,82,0.8367346938775511
10,70,75,1.0714285714285714
10,55,52,0.9454545454545454
6,43,43,1.0
1,42,43,1.0238095238095237
38,47,45,0.9574468085106383
3,55,53,0.9636363636363636
35,72,68,0.9444444444444444
17,32,29,0.90625
9,43,43,1.0
2,44,39,0.8863636363636364
41,46,47,1.0217391304347827
8,27,25,0.9259259259259259
12,30,30,1.0
37,42,41,0.9761904761904762
38,67,67,1.0
5,35,34,0.9714285714285714
38,92,88,0.9565217391304348
4,27,28,1.037037037037037
2,40,40,1.0
4,36,37,1.0277777777777777
5,98,98,1.0
2,46,42,0.9130434782608695
8,37,38,1.027027027027027
17,34,34,1.0
10,37,36,0.972972972972973
25,69,69,1.0
12,41,40,0.975609756097561
7,49,48,0.9795918367346939
1,42,42,1.0
18,60,68,1.1333333333333333
2,37,38,1.027027027027027
5,39,39,1.0
3,55,53,0.9636363636363636
17,29,26,0.896551724137931
30,57,64,1.1228070175438596
5,31,31,1.0
38,28,27,0.9642857142857143
4,131,117,0.8931297709923665
14,41,42,1.024390243902439
8,56,56,1.0
25,84,94,1.119047619047619
11,43,44,1.0232558139534884
25,88,96,1.0909090909090908
16,145,144,0.993103448275862
4,35,34,0.9714285714285714
13,46,50,1.0869565217391304
29,59,41,0.6949152542372882
33,38,38,1.0
39,44,42,0.9545454545454546
38,38,38,1.0
38,44,43,0.9772727272727273
8,36,40,1.1111111111111112
2,56,56,1.0
2,27,27,1.0
35,25,25,1.0
34,45,42,0.9333333333333333
38,46,46,1.0
33,30,29,0.9666666666666667
29,73,81,1.1095890410958904
10,43,42,0.9767441860465116
4,44,43,0.9772727272727273
1,48,48,1.0
11,63,70,1.1111111111111112
20,56,65,1.1607142857142858
24,45,48,1.0666666666666667
38,32,31,0.96875
18,28,32,1.1428571428571428
7,57,58,1.0175438596491229
12,34,31,0.9117647058823529
4,55,57,1.0363636363636364
38,68,67,0.9852941176470589
17,42,41,0.9761904761904762
17,32,27,0.84375
1,38,39,1.0263157894736843
12,105,103,0.9809523809523809
22,123,124,1.008130081300813
35,42,42,1.0
1,44,44,1.0
25,42,45,1.0714285714285714
2,49,46,0.9387755102040817
1,43,44,1.0232558139534884
5,64,62,0.96875
13,42,43,1.0238095238095237
20,54,63,1.1666666666666667
3,47,46,0.9787234042553191
8,30,31,1.0333333333333334
12,92,90,0.9782608695652174
25,48,54,1.125
2,31,34,1.096774193548387
10,34,36,1.0588235294117647
11,61,64,1.0491803278688525
25,88,98,1.1136363636363635
38,47,48,1.0212765957446808
36,47,47,1.0
31,75,93,1.24
25,44,44,1.0
11,49,53,1.0816326530612246
17,50,46,0.92
21,74,83,1.1216216216216217
18,81,88,1.0864197530864197
10,33,33,1.0
25,31,31,1.0
9,86,76,0.8837209302325582
1,108,106,0.9814814814814815
25,48,48,1.0
41,33,32,0.9696969696969697
13,81,63,0.7777777777777778
36,34,35,1.0294117647058822
31,48,53,1.1041666666666667
36,30,29,0.9666666666666667
4,43,42,0.9767441860465116
42,41,41,1.0
10,44,44,1.0
14,32,31,0.96875
33,43,45,1.0465116279069768
8,34,33,0.9705882352941176
11,37,38,1.027027027027027
37,46,46,1.0
5,61,59,0.9672131147540983
10,42,40,0.9523809523809523
10,43,42,0.9767441860465116
10,47,46,0.9787234042553191
33,45,43,0.9555555555555556
13,58,62,1.0689655172413792
8,72,72,1.0
7,110,112,1.018181818181818
3,52,51,0.9807692307692307
9,29,31,1.0689655172413792
2,41,40,0.975609756097561
35,31,31,1.0
35,38,37,0.9736842105263158
39,50,50,1.0
38,28,27,0.9642857142857143
13,64,77,1.203125
20,41,41,1.0
20,26,29,1.1153846153846154
23,36,37,1.0277777777777777
3,61,61,1.0
5,46,55,1.1956521739130435
38,54,53,0.9814814814814815
38,54,52,0.9629629629629629
4,32,35,1.09375
12,67,70,1.044776119402985
9,29,29,1.0
12,27,32,1.1851851851851851
31,75,83,1.1066666666666667
31,28,26,0.9285714285714286
4,53,53,1.0
18,33,35,1.0606060606060606
6,45,40,0.8888888888888888
5,43,46,1.069767441860465
18,36,37,1.0277777777777777
17,33,26,0.7878787878787878
10,45,43,0.9555555555555556
1,33,32,0.9696969696969697
5,47,48,1.0212765957446808
3,27,26,0.9629629629629629
36,43,42,0.9767441860465116
22,43,45,1.0465116279069768
4,79,80,1.0126582278481013
0,30,29,0.9666666666666667
35,39,40,1.0256410256410255
9,58,59,1.0172413793103448
12,49,48,0.9795918367346939
32,52,53,1.0192307692307692
10,39,38,0.9743589743589743
17,41,35,0.8536585365853658
15,40,37,0.925
18,124,124,1.0
14,35,36,1.0285714285714285
3,87,85,0.9770114942528736
32,30,30,1.0
11,42,43,1.0238095238095237
9,43,43,1.0
8,33,33,1.0
4,35,35,1.0
38,87,84,0.9655172413793104
9,32,30,0.9375
35,52,53,1.0192307692307692
34,42,39,0.9285714285714286
12,35,34,0.9714285714285714
8,37,34,0.918918918918919
5,68,69,1.0147058823529411
5,29,29,1.0
9,54,54,1.0
12,41,42,1.024390243902439
0,110,108,0.9818181818181818
26,45,48,1.0666666666666667
10,33,29,0.8787878787878788
7,69,70,1.0144927536231885
4,51,48,0.9411764705882353
38,49,45,0.9183673469387755
13,60,67,1.1166666666666667
18,47,47,1.0
26,58,68,1.1724137931034482
13,47,52,1.1063829787234043
3,34,31,0.9117647058823529
13,49,54,1.1020408163265305
31,36,36,1.0
2,31,30,0.967741935483871
12,54,54,1.0
5,30,31,1.0333333333333334
41,30,30,1.0
12,183,185,1.010928961748634
8,38,38,1.0
12,36,34,0.9444444444444444
2,40,39,0.975
30,44,44,1.0
24,36,43,1.1944444444444444
9,43,43,1.0
6,35,34,0.9714285714285714
8,50,50,1.0
18,45,45,1.0
9,28,28,1.0
2,70,70,1.0
11,42,26,0.6190476190476191
25,39,44,1.1282051282051282
12,46,45,0.9782608695652174
10,53,51,0.9622641509433962
4,40,40,1.0
38,52,50,0.9615384615384616
9,50,51,1.02
1,36,37,1.0277777777777777
1,38,38,1.0
12,59,59,1.0
10,37,40,1.0810810810810811
1,71,69,0.971830985915493
8,69,63,0.9130434782608695
13,97,70,0.7216494845360825
29,58,65,1.1206896551724137
8,40,40,1.0
7,31,30,0.967741935483871
26,54,55,1.0185185185185186
35,40,40,1.0
11,148,157,1.0608108108108107
12,31,30,0.967741935483871
2,44,43,0.9772727272727273
18,41,47,1.146341463414634
13,37,40,1.0810810810810811
1,51,53,1.0392156862745099
12,74,75,1.0135135135135136
10,41,41,1.0
13,44,47,1.0681818181818181
22,37,38,1.027027027027027
9,39,39,1.0
35,45,44,0.9777777777777777
33,40,38,0.95
9,36,35,0.9722222222222222
13,42,45,1.0714285714285714
6,39,38,0.9743589743589743
28,46,49,1.065217391304348
8,38,40,1.0526315789473684
13,34,36,1.0588235294117647
18,51,53,1.0392156862745099
31,27,27,1.0
21,29,31,1.0689655172413792
10,48,48,1.0
11,53,59,1.1132075471698113
41,29,29,1.0
0,31,31,1.0
20,42,45,1.0714285714285714
9,31,32,1.032258064516129
12,89,88,0.9887640449438202
11,47,52,1.1063829787234043
1,98,98,1.0
22,48,49,1.0208333333333333
37,36,37,1.0277777777777777
1,104,100,0.9615384615384616
26,32,32,1.0
39,44,43,0.9772727272727273
20,71,73,1.028169014084507
13,44,50,1.1363636363636365
12,42,45,1.0714285714285714
38,31,31,1.0
5,33,34,1.0303030303030303
10,36,36,1.0
4,41,41,1.0
8,64,63,0.984375
33,39,42,1.0769230769230769
11,113,129,1.1415929203539823
31,41,43,1.048780487804878
13,54,61,1.1296296296296295
10,53,53,1.0
21,87,94,1.0804597701149425
13,39,40,1.0256410256410255
7,39,40,1.0256410256410255
13,56,55,0.9821428571428571
36,39,39,1.0
25,52,58,1.1153846153846154
14,40,40,1.0
9,70,72,1.0285714285714285
4,43,44,1.0232558139534884
11,81,93,1.1481481481481481
4,30,30,1.0
13,43,48,1.1162790697674418
9,40,41,1.025
12,64,64,1.0
2,106,107,1.009433962264151
18,70,79,1.1285714285714286
21,64,69,1.078125
5,47,47,1.0
41,70,70,1.0
18,106,119,1.1226415094339623
12,30,28,0.9333333333333333
31,47,52,1.1063829787234043
11,96,111,1.15625
3,33,32,0.9696969696969697
30,74,85,1.1486486486486487
34,43,42,0.9767441860465116
7,41,42,1.024390243902439
25,47,49,1.0425531914893618
12,31,31,1.0
10,42,44,1.0476190476190477
28,54,58,1.0740740740740742
2,85,84,0.9882352941176471
1,32,32,1.0
13,50,54,1.08
9,56,56,1.0
8,38,37,0.9736842105263158
4,39,38,0.9743589743589743
18,27,27,1.0
1,70,69,0.9857142857142858
2,36,39,1.0833333333333333
4,30,31,1.0333333333333334
18,54,60,1.1111111111111112
21,29,29,1.0
18,81,91,1.123456790123457
8,35,36,1.0285714285714285
4,103,105,1.0194174757281553
10,32,31,0.96875
4,39,39,1.0
12,34,36,1.0588235294117647
2,31,34,1.096774193548387
10,27,27,1.0
36,34,33,0.9705882352941176
4,105,104,0.9904761904761905
35,62,59,0.9516129032258065
3,45,43,0.9555555555555556
37,51,52,1.0196078431372548
4,54,53,0.9814814814814815
11,122,136,1.1147540983606556
8,52,53,1.0192307692307692
19,53,61,1.150943396226415
27,44,48,1.0909090909090908
10,70,70,1.0
13,62,68,1.096774193548387
3,30,29,0.9666666666666667
3,50,49,0.98
7,52,47,0.9038461538461539
10,40,38,0.95
29,33,36,1.0909090909090908
8,29,31,1.0689655172413792
10,33,33,1.0
11,44,47,1.0681818181818181
30,41,43,1.048780487804878
35,32,30,0.9375
13,47,53,1.127659574468085
35,46,46,1.0
2,30,30,1.0
34,39,40,1.0256410256410255
33,88,92,1.0454545454545454
3,39,37,0.9487179487179487
11,30,35,1.1666666666666667
4,32,31,0.96875
23,45,51,1.1333333333333333
4,32,32,1.0
9,28,28,1.0
9,32,30,0.9375
10,61,65,1.0655737704918034
10,34,34,1.0
18,49,54,1.1020408163265305
12,75,75,1.0
8,38,45,1.1842105263157894
21,29,31,1.0689655172413792
1,32,33,1.03125
28,55,64,1.1636363636363636
38,33,31,0.9393939393939394
12,59,72,1.2203389830508475
22,41,44,1.0731707317073171
25,88,104,1.1818181818181819
10,35,35,1.0
1,33,30,0.9090909090909091
17,38,39,1.0263157894736843
0,31,31,1.0
28,56,59,1.0535714285714286
25,157,170,1.0828025477707006
18,68,74,1.088235294117647
8,32,32,1.0
9,32,30,0.9375
26,74,74,1.0
21,32,33,1.03125
5,72,71,0.9861111111111112
25,46,48,1.0434782608695652
38,99,93,0.9393939393939394
2,88,95,1.0795454545454546
25,47,47,1.0
1,41,42,1.024390243902439
13,73,81,1.1095890410958904
18,64,70,1.09375
10,85,85,1.0
38,53,54,1.0188679245283019
9,45,44,0.9777777777777777
6,38,35,0.9210526315789473
17,34,33,0.9705882352941176
17,27,27,1.0
7,33,33,1.0
3,29,29,1.0
5,34,35,1.0294117647058822
30,48,53,1.1041666666666667
10,41,41,1.0
5,74,71,0.9594594594594594
18,54,60,1.1111111111111112
12,56,55,0.9821428571428571
13,64,70,1.09375
35,37,37,1.0
26,32,35,1.09375
21,53,60,1.1320754716981132
15,37,37,1.0
13,36,41,1.1388888888888888
8,30,31,1.0333333333333334
1,40,40,1.0
38,48,47,0.9791666666666666
1,71,73,1.028169014084507
2,33,37,1.121212121212121
9,40,39,0.975
7,36,36,1.0
25,57,56,0.9824561403508771
9,49,47,0.9591836734693877
31,54,61,1.1296296296296295
12,57,58,1.0175438596491229
31,33,35,1.0606060606060606
18,41,43,1.048780487804878
38,32,31,0.96875
6,44,42,0.9545454545454546
4,34,33,0.9705882352941176
38,37,36,0.972972972972973
18,62,70,1.1290322580645162
19,121,141,1.165289256198347
38,43,43,1.0
17,37,33,0.8918918918918919
18,69,74,1.0724637681159421
38,42,40,0.9523809523809523
38,75,64,0.8533333333333334
7,73,70,0.958904109589041
5,31,30,0.967741935483871
10,28,29,1.0357142857142858
29,42,32,0.7619047619047619
31,74,82,1.1081081081081081
26,87,94,1.0804597701149425
10,30,32,1.0666666666666667
12,69,63,0.9130434782608695
11,43,28,0.6511627906976745
5,41,42,1.024390243902439
4,70,71,1.0142857142857142
5,31,31,1.0
9,92,89,0.967391304347826
20,42,44,1.0476190476190477
13,48,52,1.0833333333333333
7,39,38,0.9743589743589743
34,40,40,1.0
16,69,68,0.9855072463768116
2,34,37,1.088235294117647
11,41,45,1.0975609756097562
3,43,44,1.0232558139534884
28,42,47,1.119047619047619
2,41,41,1.0
5,33,33,1.0
38,79,71,0.8987341772151899
0,68,63,0.9264705882352942
13,30,33,1.1
2,50,52,1.04
16,107,106,0.9906542056074766
13,38,41,1.0789473684210527
38,29,28,0.9655172413793104
32,50,53,1.06
9,76,69,0.9078947368421053
38,40,39,0.975
14,149,137,0.9194630872483222
10,31,32,1.032258064516129
16,26,27,1.0384615384615385
12,34,35,1.0294117647058822
4,46,47,1.0217391304347827
7,84,78,0.9285714285714286
10,31,32,1.032258064516129
17,29,30,1.0344827586206897
2,62,63,1.0161290322580645
18,63,73,1.1587301587301588
23,37,43,1.162162162162162
5,30,30,1.0
0,44,44,1.0
2,28,29,1.0357142857142858
3,32,32,1.0
33,68,51,0.75
31,34,37,1.088235294117647
35,105,99,0.9428571428571428
24,35,36,1.0285714285714285
1,44,34,0.7727272727272727
2,41,43,1.048780487804878
36,33,35,1.0606060606060606
8,29,27,0.9310344827586207
18,107,117,1.0934579439252337
4,47,43,0.9148936170212766
10,45,45,1.0
26,48,51,1.0625
3,32,30,0.9375
9,43,43,1.0
20,67,74,1.1044776119402986
33,71,72,1.0140845070422535
5,43,47,1.0930232558139534
7,30,31,1.0333333333333334
34,84,70,0.8333333333333334
9,40,39,0.975
13,92,99,1.076086956521739
23,81,85,1.0493827160493827
23,40,43,1.075
18,70,78,1.1142857142857143
11,70,80,1.1428571428571428
8,31,31,1.0
36,37,37,1.0
23,92,93,1.0108695652173914
12,51,48,0.9411764705882353
16,27,26,0.9629629629629629
3,29,30,1.0344827586206897
4,51,54,1.0588235294117647
40,43,42,0.9767441860465116
6,32,30,0.9375
12,57,57,1.0
26,36,37,1.0277777777777777
33,40,43,1.075
42,37,35,0.9459459459459459
1,56,57,1.0178571428571428
38,37,37,1.0
25,63,68,1.0793650793650793
10,38,38,1.0
5,38,36,0.9473684210526315
41,41,38,0.926829268292683
25,64,72,1.125
8,45,46,1.0222222222222221
2,33,35,1.0606060606060606
21,39,41,1.0512820512820513
1,37,36,0.972972972972973
2,33,33,1.0
13,83,96,1.1566265060240963
3,35,34,0.9714285714285714
7,31,32,1.032258064516129
12,104,104,1.0
26,44,48,1.0909090909090908
15,61,60,0.9836065573770492
25,49,52,1.0612244897959184
5,46,46,1.0
4,52,52,1.0
3,35,35,1.0
38,27,27,1.0
31,109,125,1.146788990825688
4,32,33,1.03125
18,81,81,1.0
32,28,27,0.9642857142857143
1,49,49,1.0
21,35,36,1.0285714285714285
11,37,42,1.135135135135135
35,39,40,1.0256410256410255
38,33,32,0.9696969696969697
3,31,30,0.967741935483871
35,35,35,1.0
2,37,37,1.0
4,35,36,1.0285714285714285
14,56,56,1.0
12,37,36,0.972972972972973
31,38,40,1.0526315789473684
21,30,32,1.0666666666666667
25,52,57,1.0961538461538463
12,61,62,1.0163934426229508
9,29,27,0.9310344827586207
27,38,42,1.105263157894737
33,93,95,1.021505376344086
13,41,44,1.0731707317073171
17,35,35,1.0
38,75,61,0.8133333333333334
5,42,43,1.0238095238095237
9,40,41,1.025
10,52,49,0.9423076923076923
3,74,72,0.972972972972973
25,94,86,0.9148936170212766
8,31,32,1.032258064516129
27,32,35,1.09375
2,57,58,1.0175438596491229
0,61,63,1.0327868852459017
7,53,52,0.9811320754716981
4,33,35,1.0606060606060606
7,43,43,1.0
41,99,99,1.0
35,33,33,1.0
3,35,35,1.0
12,129,129,1.0
25,35,36,1.0285714285714285
25,44,51,1.1590909090909092
9,55,54,0.9818181818181818
12,72,70,0.9722222222222222
23,74,84,1.135135135135135
17,38,32,0.8421052631578947
4,29,29,1.0
30,81,93,1.1481481481481481
25,52,54,1.0384615384615385
9,29,28,0.9655172413793104
25,63,67,1.0634920634920635
36,48,50,1.0416666666666667
21,47,52,1.1063829787234043
18,75,75,1.0
12,61,57,0.9344262295081968
2,33,35,1.0606060606060606
9,51,50,0.9803921568627451
10,46,44,0.9565217391304348
2,63,61,0.9682539682539683
2,33,32,0.9696969696969697
31,38,41,1.0789473684210527
13,31,35,1.1290322580645162
25,47,53,1.127659574468085
28,82,93,1.1341463414634145
38,41,40,0.975609756097561
38,72,65,0.9027777777777778
23,40,43,1.075
2,37,37,1.0
17,47,35,0.7446808510638298
13,94,106,1.127659574468085
38,37,37,1.0
10,30,31,1.0333333333333334
27,37,39,1.054054054054054
5,29,27,0.9310344827586207
2,51,49,0.9607843137254902
12,81,83,1.0246913580246915
1,50,51,1.02
2,42,39,0.9285714285714286
25,31,32,1.032258064516129
4,44,45,1.0227272727272727
10,47,46,0.9787234042553191
17,38,33,0.868421052631579
7,44,44,1.0
22,39,41,1.0512820512820513
12,41,40,0.975609756097561
33,68,68,1.0
9,84,82,0.9761904761904762
16,33,34,1.0303030303030303
1,30,31,1.0333333333333334
20,53,56,1.0566037735849056
39,48,45,0.9375
40,94,95,1.0106382978723405
33,35,35,1.0
2,56,59,1.0535714285714286
41,33,30,0.9090909090909091
9,30,30,1.0
20,31,33,1.064516129032258
9,56,56,1.0
9,28,28,1.0
4,128,129,1.0078125
33,69,70,1.0144927536231885
2,32,34,1.0625
1,50,49,0.98
35,37,37,1.0
3,121,119,0.9834710743801653
12,26,30,1.1538461538461537
8,30,33,1.1
39,39,38,0.9743589743589743
1,32,30,0.9375
12,63,65,1.0317460317460319
34,53,47,0.8867924528301887
13,49,53,1.0816326530612246
7,39,37,0.9487179487179487
42,27,26,0.9629629629629629
35,29,28,0.9655172413793104
30,30,34,1.1333333333333333
11,35,36,1.0285714285714285
13,45,49,1.0888888888888888
41,41,39,0.9512195121951219
21,33,35,1.0606060606060606
26,32,37,1.15625
7,35,35,1.0
9,54,59,1.0925925925925926
9,34,30,0.8823529411764706
37,45,46,1.0222222222222221
38,35,35,1.0
10,31,30,0.967741935483871
13,48,53,1.1041666666666667
21,31,34,1.096774193548387
20,47,55,1.1702127659574468
14,130,134,1.0307692307692307
38,54,54,1.0
1,30,30,1.0
5,30,32,1.0666666666666667
12,134,133,0.9925373134328358
11,60,62,1.0333333333333334
31,31,32,1.032258064516129
8,57,56,0.9824561403508771
15,59,52,0.8813559322033898
2,60,61,1.0166666666666666
35,43,44,1.0232558139534884
3,44,43,0.9772727272727273
12,62,64,1.032258064516129
24,59,69,1.1694915254237288
25,44,49,1.1136363636363635
